nuclide,z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
^{155}_{62}Sm93,62,93,Sm,,,,,FALSE,1330.8,3.6,,B-,1,,,,,,,,,,1.13,0.13,154924646.645,1.429,-70191.206,1.332
^{156}_{62}Sm94,62,94,Sm,,,,,FALSE,33840,720,,B-,1,,,,,,,,,,,,155925538.191,9.148,-69360.735,8.522
^{157}_{62}Sm95,62,95,Sm,,,,,FALSE,481.8,4.2,,B-,1,,,,,,,,,,,,156928418.598,4.759,-66677.654,4.434
^{158}_{62}Sm96,62,96,Sm,,,,,FALSE,318,1.8,,B-,1,,,,,,,,,,,,157929949.262,5.133,-65251.849,4.782
^{159}_{62}Sm97,62,97,Sm,,,,,FALSE,11.37,0.15,,B-,1,,,,,,,,,,,,158933217.13,6.37,-62207.849,5.934
^{160}_{62}Sm98,62,98,Sm,,,,,FALSE,9.6,0.3,,B-,1,,,,,,,,,,,,159935337.032,2.1,-60233.172,1.956
^{161}_{62}Sm99,62,99,Sm,,,,,FALSE,4.8,0.4,,B-,1,,,,,,,,,,,,160939160.062,7.318,-56672.043,6.817
^{162}_{62}Sm100,62,100,Sm,,,,,FALSE,2.4,0.5,,B-,1,,,,,,,,,,,,161941621.687,3.782,-54379.053,3.523
^{163}_{62}Sm101,62,101,Sm,,,,,FALSE,1.23,0.49,,B-,1,,B-N,,,,,,,,,,162945679.085,7.9,-50599.612,7.359
^{164}_{62}Sm102,62,102,Sm,,,,,FALSE,1.43,0.24,,B-,1,,B-N,,,,,,,,,,163948550.061,4.4,-47925.314,4.099
^{165}_{62}Sm103,62,103,Sm,,,,,FALSE,0.98,0.21,,B-,1,,B-N,,,,,,,,,,164953290,429,-43510,400
^{166}_{62}Sm104,62,104,Sm,,,,,FALSE,0.8,0.63,,B-,1,,B-N,,,,,,,,,,165956575,429,-40450,400
^{167}_{62}Sm105,62,105,Sm,,,,,FALSE,,,,B-,1,,B-N,,,,,,,,,,166962072,537,-35330,500
^{168}_{62}Sm106,62,106,Sm,,,,,FALSE,,,,B-,1,,B-N,,,,,,,,,,167966033,322,-31640,300
^{130}_{63}Eu67,63,67,Eu,,,,,FALSE,9e-4,3.9e-4,,P,1,,,,,,,,,,,,129964022,578,-33513,539
^{131}_{63}Eu68,63,68,Eu,,,,,FALSE,0.0178,0.0019,,P,0.89,0.09,EC+B+,0.11,0.09,,,,,,,,130957634,429,-39464,400
^{132}_{63}Eu69,63,69,Eu,,,,,FALSE,,,,P,0,,EC+B+,,,,,,,,,,131954696,429,-42200,400
^{134}_{63}Eu71,63,71,Eu,,,,,FALSE,0.5,0.2,,EC+B+,1,,ECP,0,,,,,,,,,133946537,322,-49800,300
^{135}_{63}Eu72,63,72,Eu,,,,,FALSE,1.5,0.2,,EC+B+,1,,ECP,,,,,,,,,,134941870,210,-54148,196
^{136}_{63}Eu73,63,73,Eu,,,,,FALSE,3.3,0.3,,EC+B+,1,,B+P,9e-4,,,,,,,,,135939620,210,-56244,196
^{137}_{63}Eu74,63,74,Eu,4.9762,0.0095,,,FALSE,11,2,,EC+B+,1,,,,,,,,,,,,136935430.719,4.7,-60145.904,4.378
^{138}_{63}Eu75,63,75,Eu,4.9779,0.0094,,,FALSE,12.1,0.6,,EC+B+,1,,,,,,,,5.3,0.7,,,137933709,30,-61749.676,27.945
^{139}_{63}Eu76,63,76,Eu,4.976,0.0093,,,FALSE,17.9,0.6,,EC+B+,1,,,,,,,,6.1,0.8,,,138929792.307,14.117,-65398.051,13.151
^{140}_{63}Eu77,63,77,Eu,4.9695,0.0091,,,FALSE,1.51,0.02,,EC+B+,1,,,,,,,,1.362,0.013,,,139928087.633,55.328,-66985.945,51.538
^{141}_{63}Eu78,63,78,Eu,4.9697,0.0091,,,FALSE,40.7,0.7,,EC+B+,1,,,,,,,,3.486,0.008,0.85,0.04,140924931.734,13.568,-69925.647,12.639
^{142}_{63}Eu79,63,79,Eu,4.9607,0.0091,,,FALSE,2.34,0.12,,EC+B+,1,,,,,,,,1.532,0.019,0.12,0.05,141923446.719,32.268,-71308.93,30.058
^{143}_{63}Eu80,63,80,Eu,4.9636,0.0091,,,FALSE,155.4,1.2,,EC+B+,1,,,,,,,,3.664,0.008,0.51,0.03,142920298.678,11.793,-74241.311,10.986
^{144}_{63}Eu81,63,81,Eu,4.9612,0.0091,,,FALSE,10.2,0.1,,EC+B+,1,,,,,,,,1.888,0.013,0.1,0.03,143918819.481,11.58,-75619.175,10.787
^{145}_{63}Eu82,63,82,Eu,4.9663,0.0091,,,FALSE,512352,3456,,EC+B+,1,,,,,,,,3.983,0.007,0.29,0.02,144916272.659,3.285,-77991.524,3.06
^{146}_{63}Eu83,63,83,Eu,4.9789,0.0092,,,FALSE,398304,2592,,EC+B+,1,,,,,,,,1.422,0.011,-0.18,0.06,145917210.852,6.451,-77117.603,6.009
^{147}_{63}Eu84,63,84,Eu,4.9938,0.0094,,,FALSE,2082240,51840,,EC,0.999978,5.999999999999999e-6,A,2.2000000000000003e-5,5.999999999999999e-6,,,,3.715,0.008,0.55,0.03,146916752.44,2.758,-77544.611,2.569
^{148}_{63}Eu85,63,85,Eu,5.0045,0.0097,,,FALSE,4708800,43200,,EC+B+,1,,A,9.4e-9,2.8000000000000003e-9,,,,2.334,0.01,0.35,0.06,147918091.288,10.693,-76297.482,9.961
^{149}_{63}Eu86,63,86,Eu,5.0202,0.0103,,,FALSE,8043840,34560,,EC,1,,,,,,,,3.556,0.006,0.75,0.02,148917936.875,4.19,-76441.317,3.903
^{150}_{63}Eu87,63,87,Eu,5.0296,0.0108,,,FALSE,1164450568.46244,28401233.3771328,,EC+B+,1,,,,,,,,2.702,0.011,1.13,0.05,149919707.092,6.688,-74792.369,6.231
^{151}_{63}Eu88,63,88,Eu,5.0522,0.0046,0.4781,6e-4,FALSE,536467741568064e11,,,A,,,,,,,,,3.4635,0.0025,0.903,0.01,150919856.606,1.251,-74653.098,1.166
^{152}_{63}Eu89,63,89,Eu,5.1064,0.0066,,,FALSE,426554968.39856,284012.333771328,,EC+B+,0.7208,0.0013,B-,0.2792,0.0013,,,,-1.9354,0.0017,2.72,0.03,151921750.98,1.252,-72888.5,1.166
^{153}_{63}Eu90,63,90,Eu,5.1115,0.0062,0.5219,6e-4,TRUE,,,,,,,,,,,,,1.5294,0.0011,2.41,0.02,152921236.789,1.257,-73367.466,1.171
^{154}_{63}Eu91,63,91,Eu,5.1239,0.0079,,,FALSE,271421120.307466,315569.25974592,,B-,0.99982,1.2e-4,EC+B+,1.7999999999999998e-4,1.2e-4,,,,-2,0.006,2.85,0.1,153922985.699,1.275,-71738.367,1.188
^{155}_{63}Eu92,63,92,Eu,5.1221,0.0069,,,FALSE,149990069.157236,441796.963644288,,B-,1,,,,,,,,1.516,0.002,2.5,0.3,154922899.847,1.343,-71818.337,1.252
^{156}_{63}Eu93,63,93,Eu,5.1264,0.0071,,,FALSE,1312416,6912,,B-,1,,,,,,,,,,,,155924762.976,3.791,-70082.844,3.532
^{157}_{63}Eu94,63,94,Eu,5.1351,0.0075,,,FALSE,54648,108,,B-,1,,,,,,,,1.5,0.02,2.6,0.3,156925432.556,4.545,-69459.134,4.234
^{158}_{63}Eu95,63,95,Eu,5.1413,0.0078,,,FALSE,2754,12,,B-,1,,,,,,,,1.44,0.02,0.66,0.14,157927782.192,2.181,-67270.461,2.032
^{159}_{63}Eu96,63,96,Eu,5.1498,0.0084,,,FALSE,1086,6,,B-,1,,,,,,,,1.38,0.02,2.7,0.3,158929099.512,4.637,-66043.386,4.32
^{160}_{63}Eu97,63,97,Eu,,,,,FALSE,42.6,0.5,,B-,1,,,,,,,,,,,,159931836.982,0.97,-63493.449,0.904
^{161}_{63}Eu98,63,98,Eu,,,,,FALSE,26,3,,B-,1,,,,,,,,,,,,160933663.991,11.164,-61791.601,10.4
^{162}_{63}Eu99,63,99,Eu,,,,,FALSE,10.6,1,,B-,1,,,,,,,,,,,,161936958.329,1.41,-58722.944,1.314
^{163}_{63}Eu100,63,100,Eu,,,,,FALSE,7.7,0.4,,B-,1,,,,,,,,,,,,162939265.51,0.97,-56573.819,0.904
^{164}_{63}Eu101,63,101,Eu,,,,,FALSE,4.15,0.2,,B-,1,,,,,,,,,,,,163942852.943,2.219,-53232.146,2.068
^{165}_{63}Eu102,63,102,Eu,,,,,FALSE,2.3,0.2,,B-,1,,,,,,,,,,,,164945540.07,5.596,-50729.103,5.213
^{166}_{63}Eu103,63,103,Eu,,,,,FALSE,1.7,0.3,,B-,1,,B-N,,,,,,,,,,165949813,107,-46749,100
^{167}_{63}Eu104,63,104,Eu,,,,,FALSE,1.3,0.5,,B-,1,,B-N,,,,,,,,,,166953011,429,-43770,400
^{168}_{63}Eu105,63,105,Eu,,,,,FALSE,0.2,0.1,,B-,1,,B-N,,,,,,,,,,167957863,429,-39250,400
^{169}_{63}Eu106,63,106,Eu,,,,,FALSE,,,,B-,1,,B-N,,,,,,,,,,168961717,537,-35660,500
^{134}_{64}Gd70,64,70,Gd,,,,,FALSE,,,,,,,,,,,,,,,,,133955416,429,-41530,400
^{135}_{64}Gd71,64,71,Gd,,,,,FALSE,1.1,0.2,,EC+B+,1,,ECP,0.02,,,,,,,,,134952496,429,-44250,400
^{136}_{64}Gd72,64,72,Gd,,,,,FALSE,2e-7,,,,,,,,,,,,,,,,135947300,320,-49090,298
^{137}_{64}Gd73,64,73,Gd,,,,,FALSE,2.2,0.2,,EC+B+,1,,ECP,,,,,,,,,,136945020,320,-51214,298
^{138}_{64}Gd74,64,74,Gd,,,,,FALSE,4.7,0.9,,EC+B+,1,,,,,,,,,,,,137940247,215,-55660,200
^{139}_{64}Gd75,64,75,Gd,,,,,FALSE,5.8,0.9,,EC+B+,1,,ECP,0,,,,,,,,,138938130,210,-57632,196
^{140}_{64}Gd76,64,76,Gd,,,,,FALSE,15.8,0.4,,EC+B+,1,,,,,,,,,,,,139933674,30,-61782.278,27.945
^{141}_{64}Gd77,64,77,Gd,,,,,FALSE,14,4,,EC+B+,1,,B+P,3e-4,1e-4,,,,,,,,140932126,21.213,-63224.231,19.76
^{142}_{64}Gd78,64,78,Gd,,,,,FALSE,70.2,0.6,,EC+B+,1,,,,,,,,,,,,141928116,30,-66959.522,27.945
^{143}_{64}Gd79,64,79,Gd,,,,,FALSE,39,2,,EC+B+,1,,,,,,,,,,,,142926750.678,215.032,-68231.311,200.301
^{144}_{64}Gd80,64,80,Gd,,,,,FALSE,268.2,3.6,,EC+B+,1,,,,,,,,,,,,143922963,30,-71759.511,27.945
^{145}_{64}Gd81,64,81,Gd,4.9786,0.0077,,,FALSE,1380,24,,EC+B+,1,,,,,,,,-0.74,0.05,,,144921710.051,21.165,-72926.626,19.716
^{146}_{64}Gd82,64,82,Gd,4.9801,0.014,,,FALSE,4170528,7776,,EC+B+,1,,,,,,,,2.1,0.9,,,145918318.513,4.376,-76085.823,4.076
^{147}_{64}Gd83,64,83,Gd,,,,,FALSE,137016,432,,EC+B+,1,,,,,,,,1.02,0.09,,,146919101.014,2.025,-75356.928,1.887
^{148}_{64}Gd84,64,84,Gd,5.008,0.0171,,,FALSE,2243697436.79349,37868311.1695104,,A,1,,,,,,,,-0.16,0.02,0.96,0.05,147918121.414,1.566,-76269.419,1.46
^{149}_{64}Gd85,64,85,Gd,,,,,FALSE,801792,8640,,EC+B+,1,,A,4.2999999999999995e-6,1e-6,,,,0.88,0.04,,,148919347.666,3.553,-75127.173,3.31
^{150}_{64}Gd86,64,86,Gd,5.0342,0.0159,,,FALSE,56486897494519.7,2524554077967.36,,A,1,,,,,,,,,,,,149918663.949,6.5,-75764.051,6.055
^{151}_{64}Gd87,64,87,Gd,,,,,FALSE,10704960,86400,,EC,1,,A,7.999999999999999e-9,,,,,0.77,0.06,,,150920354.922,3.212,-74188.92,2.993
^{152}_{64}Gd88,64,88,Gd,5.0774,0.0048,0.002,3e-4,FALSE,340814800525594e7,252455407796736e6,,A,1,,,,,,,,0.96,0.08,,,151919798.414,1.081,-74707.304,1.007
^{153}_{64}Gd89,64,89,Gd,,,,,FALSE,20770560,86400,,EC,1,,,,,,,,0.38,0.08,,,152921756.945,1.075,-72882.944,1.002
^{154}_{64}Gd90,64,90,Gd,5.1223,0.004,0.0218,2e-4,TRUE,,,,,,,,,,,,,0.96,0.06,-1.82,0.04,153920872.974,1.066,-73706.358,0.994
^{155}_{64}Gd91,64,91,Gd,5.1319,0.0041,0.14800000000000002,9e-4,TRUE,,,,,,,,,,,,,-0.2591,4e-4,1.27,0.03,154922629.356,1.055,-72070.298,0.983
^{156}_{64}Gd92,64,92,Gd,5.142,0.0042,0.2047,3e-4,TRUE,,,,,,,,,,,,,3.24,0.11,-1.93,0.04,155922130.12,1.054,-72535.333,0.983
^{157}_{64}Gd93,64,93,Gd,5.1449,0.0042,0.1565,4e-4,TRUE,,,,,,,,,,,,,-0.3398,6e-4,1.35,0.03,156923967.424,1.048,-70823.896,0.977
^{158}_{64}Gd94,64,94,Gd,5.1569,0.0043,0.2484,8e-4,TRUE,,,,,,,,,,,,,1.55,0.12,-2.01,0.04,157924111.2,1.048,-70689.969,0.976
^{159}_{64}Gd95,64,95,Gd,,,,,FALSE,66524.4,14.4,,B-,1,,,,,,,,-0.44,0.03,,,158926395.822,1.051,-68561.857,0.98
^{160}_{64}Gd96,64,96,Gd,5.1734,0.0044,0.2186,3e-4,TRUE,,,,,,,,,,,,,1.5,0.2,-2.08,0.04,159927061.202,1.206,-67942.06,1.123
^{161}_{64}Gd97,64,97,Gd,,,,,FALSE,219.6,3,,B-,1,,,,,,,,,,,,160929676.267,1.614,-65506.142,1.504
^{162}_{64}Gd98,64,98,Gd,,,,,FALSE,504,12,,B-,1,,,,,,,,,,,,161930991.812,4.254,-64280.72,3.963
^{163}_{64}Gd99,64,99,Gd,,,,,FALSE,68,3,,B-,1,,,,,,,,,,,,162934096.64,0.855,-61388.591,0.797
^{164}_{64}Gd100,64,100,Gd,,,,,FALSE,45,3,,B-,1,,,,,,,,,,,,163935916.193,1.073,-59693.688,1
^{165}_{64}Gd101,64,101,Gd,,,,,FALSE,10.3,1.6,,B-,1,,,,,,,,,,,,164939317.08,1.4,-56525.782,1.304
^{166}_{64}Gd102,64,102,Gd,,,,,FALSE,4.8,1,,B-,1,,,,,,,,,,,,165941630.413,1.7,-54370.926,1.584
^{167}_{64}Gd103,64,103,Gd,,,,,FALSE,4.26,0.25,,B-,1,,,,,,,,,,,,166945490.012,5.596,-50775.732,5.213
^{168}_{64}Gd104,64,104,Gd,,,,,FALSE,3.03,0.16,,B-,1,,,,,,,,,,,,167948309,322,-48150,300
^{169}_{64}Gd105,64,105,Gd,,,,,FALSE,0.75,0.21,,B-,1,,B-N,,,,,,,,,,168952882,429,-43890,400
^{170}_{64}Gd106,64,106,Gd,,,,,FALSE,0.41,0.13,,B-,1,,B-N,,,,,,,,,,169956146,537,-40850,500
^{171}_{64}Gd107,64,107,Gd,,,,,FALSE,,,,B-,1,,B-N,,,,,,,,,,170961127,537,-36210,500
^{172}_{64}Gd108,64,108,Gd,,,,,FALSE,,,,B-,1,,B-N,,,,,,,,,,171964605,322,-32970,300
^{135}_{65}Tb70,65,70,Tb,,,,,FALSE,9.4e-4,2.75e-4,,P,1,,EC+B+,,,,,,,,,,134964516,429,-33053,400
^{138}_{65}Tb73,65,73,Tb,,,,,FALSE,2e-7,,,EC+B+,1,,,,,,,,,,,,137953193,322,-43600,300
^{139}_{65}Tb74,65,74,Tb,,,,,FALSE,1.6,0.2,,EC+B+,0,,ECP,,,P,,,,,,,138948330,320,-48130,298
^{140}_{65}Tb75,65,75,Tb,,,,,FALSE,2.29,0.15,,EC+B+,1,,ECP,0.0026,0.0013,,,,,,,,139945805.048,859.359,-50482.278,800.488
^{141}_{65}Tb76,65,76,Tb,,,,,FALSE,3.5,0.2,,EC+B+,1,,,,,,,,,,,,140941448,113,-54540.843,105.259
^{142}_{65}Tb77,65,77,Tb,,,,,FALSE,0.597,0.017,,EC+B+,1,,B+P,2.2000000000000003e-5,1.1000000000000001e-5,,,,,,,,141939280.858,752.079,-56559.522,700.558
^{143}_{65}Tb78,65,78,Tb,,,,,FALSE,12,1,,EC+B+,1,,,,,,,,,,,,142935137.332,55,-60419.192,51.232
^{144}_{65}Tb79,65,79,Tb,,,,,FALSE,1,,,EC+B+,1,,,,,,,,,,,,143933045,30,-62368.188,27.945
^{145}_{65}Tb80,65,80,Tb,,,,,FALSE,,,,,,,,,,,,,,,,,144928717.001,119.051,-66399.693,110.896
^{146}_{65}Tb81,65,81,Tb,,,,,FALSE,8,4,,EC+B+,1,,,,,,,,,,,,145927252.739,48.159,-67763.644,44.86
^{147}_{65}Tb82,65,82,Tb,4.9201,0.1508,,,FALSE,5904,108,,EC+B+,1,,,,,,,,1.71,0.05,,,146924054.62,8.691,-70742.674,8.096
^{148}_{65}Tb83,65,83,Tb,4.9291,0.1507,,,FALSE,3600,60,,EC+B+,1,,,,,,,,-1.76,0.02,-0.3,0.2,147924275.476,13.379,-70536.947,12.463
^{149}_{65}Tb84,65,84,Tb,4.9427,0.1506,,,FALSE,14832,108,,EC+B+,0.833,0.017,A,0.16699999999999998,0.017,,,,1.36,0.02,,,148923253.792,3.895,-71488.639,3.629
^{150}_{65}Tb85,65,85,Tb,4.9499,0.1505,,,FALSE,12528,576,,EC+B+,1,,A,5e-4,,,,,-0.9,0.02,,,149923664.799,7.912,-71105.789,7.371
^{151}_{65}Tb86,65,86,Tb,4.963,0.1504,,,FALSE,63392.4,50.4,,EC+B+,0.9999049999999999,1.5e-5,A,9.499999999999999e-5,1.5e-5,,,,0.926,0.006,,,150923108.97,4.395,-71623.541,4.094
^{152}_{65}Tb87,65,87,Tb,4.9689,0.1504,,,FALSE,63000,360,,EC+B+,1,,A,7e-9,,,,,-0.58,0.02,0.34,0.13,151924081.855,42.955,-70717.304,40.013
^{153}_{65}Tb88,65,88,Tb,4.995,0.1502,,,FALSE,202176,864,,EC+B+,1,,,,,,,,3.47,0.02,1.08,0.14,152923441.694,4.237,-71313.61,3.947
^{154}_{65}Tb89,65,89,Tb,5.0333,0.1501,,,FALSE,77400,1440,,EC+B+,1,,B-,0.001,,,,,1.6,0.2,,,153924683.681,48.641,-70156.707,45.309
^{155}_{65}Tb90,65,90,Tb,5.0391,0.15,,,FALSE,459648,5184,,EC,1,,,,,,,,2.03,0.02,1.41,0.06,154923509.511,10.552,-71250.439,9.83
^{156}_{65}Tb91,65,91,Tb,,,,,FALSE,462240,8640,,EC+B+,1,,,,,,,,1.7,0.2,2.3,0.8,155924754.209,4.044,-70091.01,3.768
^{157}_{65}Tb92,65,92,Tb,5.0489,0.15,,,FALSE,2240541744.19603,220898481.822144,,EC,1,,,,,,,,2.03,0.02,1.4,0.08,156924031.888,1.092,-70763.848,1.018
^{158}_{65}Tb93,65,93,Tb,,,,,FALSE,5680246675.42656,347126185.720512,,EC+B+,0.8340000000000001,0.006999999999999999,B-,0.166,0.006999999999999999,,,,1.753,0.007,2.7,0.5,157925419.942,1.36,-69470.883,1.268
^{159}_{65}Tb94,65,94,Tb,5.06,0.15,1,,TRUE,,,,,,,,,,,,,2.009,0.004,1.432,0.008,158925353.707,1.184,-69532.582,1.103
^{160}_{65}Tb95,65,95,Tb,,,,,FALSE,6246720,17280,,B-,1,,,,,,,,1.698,0.008,3.85,0.05,159927174.553,1.191,-67836.474,1.11
^{161}_{65}Tb96,65,96,Tb,,,,,FALSE,595296,1728,,B-,1,,,,,,,,2.2,0.1,1.3,0.6,160927576.806,1.308,-67461.778,1.218
^{162}_{65}Tb97,65,97,Tb,,,,,FALSE,456,9,,B-,1,,,,,,,,,,,,161929275.4,2.2,-65879.548,2.049
^{163}_{65}Tb98,65,98,Tb,,,,,FALSE,1170,18,,B-,1,,,,,,,,,,,,162930653.609,4.358,-64595.754,4.06
^{164}_{65}Tb99,65,99,Tb,,,,,FALSE,180,6,,B-,1,,,,,,,,,,,,163933327.561,2,-62104.983,1.863
^{165}_{65}Tb100,65,100,Tb,,,,,FALSE,126.6,6,,B-,1,,,,,,,,,,,,164934955.198,1.654,-60588.849,1.541
^{166}_{65}Tb101,65,101,Tb,,,,,FALSE,25.1,2.1,,B-,1,,,,,,,,,,,,165937939.727,1.57,-57808.778,1.463
^{167}_{65}Tb102,65,102,Tb,,,,,FALSE,19.4,2.7,,B-,1,,,,,,,,,,,,166940007.046,2.071,-55883.082,1.929
^{168}_{65}Tb103,65,103,Tb,,,,,FALSE,8.2,1.3,,B-,1,,,,,,,,,,,,167943337.074,4.5,-52781.181,4.192
^{169}_{65}Tb104,65,104,Tb,,,,,FALSE,5.1,0.3,,B-,1,,B-N,,,,,,,,,,168945807,322,-50480,300
^{170}_{65}Tb105,65,105,Tb,,,,,FALSE,0.96,0.08,,B-,1,,B-N,,,,,,,,,,169949855,322,-46710,300
^{171}_{65}Tb106,65,106,Tb,,,,,FALSE,1.24,0.095,,B-,1,,B-N,,,,,,,,,,170953011,429,-43770,400
^{172}_{65}Tb107,65,107,Tb,,,,,FALSE,0.76,0.19,,B-,1,,B-N,,,,,,,,,,171957391,537,-39690,500
^{173}_{65}Tb108,65,108,Tb,,,,,FALSE,,,,B-,1,,B-N,,,,,,,,,,172960805,537,-36510,500
^{174}_{65}Tb109,65,109,Tb,,,,,FALSE,,,,B-,1,,B-N,,,,,,,,,,173965679,537,-31970,500
^{139}_{66}Dy73,66,73,Dy,,,,,FALSE,0.6,0.2,,EC+B+,1,,ECP,0.11,,,,,,,,,138959527,537,-37700,500
^{140}_{66}Dy74,66,74,Dy,,,,,FALSE,,,,EC+B+,,,,,,,,,,,,,139954020,430,-42830,401
^{141}_{66}Dy75,66,75,Dy,,,,,FALSE,0.9,0.2,,EC+B+,1,,B+P,,,,,,,,,,140951280,320,-45382,298
^{142}_{66}Dy76,66,76,Dy,,,,,FALSE,2.3,0.3,,EC+B+,1,,ECP,6e-4,3e-4,,,,,,,,141946194,782,-50120,729
^{143}_{66}Dy77,66,77,Dy,,,,,FALSE,5.6,1,,EC+B+,1,,ECP,,,,,,,,,,142943994.332,14,-52168.949,13.041
^{144}_{66}Dy78,66,78,Dy,,,,,FALSE,9.1,0.4,,EC+B+,1,,ECP,,,,,,,,,,143939269.512,7.7,-56570.091,7.173
^{145}_{66}Dy79,66,79,Dy,,,,,FALSE,6,2,,EC+B+,1,,ECP,0.5,,,,,,,,,144937473.992,7,-58242.607,6.52
^{146}_{66}Dy80,66,80,Dy,5.0438,0.2389,,,FALSE,33.2,0.7,,EC+B+,1,,,,,,,,,,,,145932844.526,7.187,-62554.928,6.695
^{147}_{66}Dy81,66,81,Dy,,,,,FALSE,67,7,,EC+B+,1,,B+P,5e-4,,,,,-0.915,0.009,0.67,0.1,146931082.712,9.5,-64196.047,8.849
^{148}_{66}Dy82,66,82,Dy,5.0455,0.2389,,,FALSE,198,12,,EC+B+,1,,,,,,,,,,,,147927149.944,9.365,-67859.397,8.724
^{149}_{66}Dy83,66,83,Dy,5.0567,0.2394,,,FALSE,252,12,,EC+B+,1,,,,,,,,-0.119,0.007,-0.62,0.05,148927327.516,9.858,-67693.99,9.183
^{150}_{66}Dy84,66,84,Dy,5.0706,0.2413,,,FALSE,430.2,3,,EC+B+,0.64,0.05,A,0.36,0.05,,,,,,,,149925593.068,4.636,-69309.618,4.319
^{151}_{66}Dy85,66,85,Dy,5.0801,0.2435,,,FALSE,1074,18,,EC+B+,0.9440000000000001,0.004,A,0.055999999999999994,0.004,,,,-0.945,0.007,-0.3,0.05,150926191.279,3.486,-68752.388,3.247
^{152}_{66}Dy86,66,86,Dy,5.095,0.2482,,,FALSE,8568,72,,EC+B+,0.9990000000000001,7.000000000000001e-5,A,0.001,7.000000000000001e-5,,,,,,,,151924725.274,4.93,-70117.963,4.593
^{153}_{66}Dy87,66,87,Dy,5.1035,0.2516,,,FALSE,23040,360,,EC+B+,0.999906,1.4e-5,A,9.400000000000001e-5,1.4e-5,,,,-0.712,0.006,-0.15,0.09,152925771.729,4.295,-69143.197,4.001
^{154}_{66}Dy88,66,88,Dy,5.1241,0.2618,,,FALSE,94670777923776,47335388961888,,A,1,,,,,,,,,,,,153924428.92,7.977,-70394.015,7.431
^{155}_{66}Dy89,66,89,Dy,5.1457,0.2751,,,FALSE,35640,720,,EC+B+,1,,,,,,,,-0.337,0.003,0.96,0.02,154925758.049,10.354,-69155.939,9.645
^{156}_{66}Dy90,66,90,Dy,5.1622,0.2869,5.600000000000001e-4,3e-5,TRUE,,,,2EC,,,,,,,,,,,,,155924283.593,1.06,-70529.386,0.988
^{157}_{66}Dy91,66,91,Dy,5.1709,0.2936,,,FALSE,29304,144,,EC+B+,1,,,,,,,,-0.301,0.002,1.29,0.02,156925469.555,5.532,-69424.669,5.154
^{158}_{66}Dy92,66,92,Dy,5.1815,0.3023,9.5e-4,3e-5,TRUE,,,,,,,,,,,,,3.3,1,,,157924414.817,2.509,-70407.152,2.337
^{159}_{66}Dy93,66,93,Dy,5.1825,0.3031,,,FALSE,12476160,17280,,EC,1,,,,,,,,-0.354,0.003,1.37,0.02,158925745.938,1.544,-69167.22,1.439
^{160}_{66}Dy94,66,94,Dy,5.1951,0.3139,0.02329,1.7999999999999998e-4,TRUE,,,,,,,,,,,,,3.1,0.6,1.8,0.4,159925203.578,0.751,-69672.425,0.7
^{161}_{66}Dy95,66,95,Dy,5.1962,0.0459,0.18889,4.2e-4,TRUE,,,,A,,,,,,,,,-0.479,0.003,2.51,0.02,160926939.425,0.748,-68055.494,0.697
^{162}_{66}Dy96,66,96,Dy,5.2074,0.0172,0.25475000000000003,3.5999999999999997e-4,TRUE,,,,,,,,,,,,,3.6,0.7,,,161926804.507,0.746,-68181.169,0.695
^{163}_{66}Dy97,66,97,Dy,5.2099,0.012,0.24896000000000001,4.2e-4,TRUE,,,,,,,,,,,,,0.671,0.004,2.65,0.02,162928737.221,0.744,-66380.858,0.693
^{164}_{66}Dy98,66,98,Dy,5.2218,0.0106,0.2826,5.4e-4,TRUE,,,,,,,,,,,,,3.1,0.7,-2.08,0.15,163929180.819,0.746,-65967.649,0.695
^{165}_{66}Dy99,66,99,Dy,,,,,FALSE,8395.2,14.4,,B-,1,,,,,,,,-0.518,0.006,3.48,0.07,164931709.402,0.748,-63612.289,0.697
^{166}_{66}Dy100,66,100,Dy,,,,,FALSE,293760,360,,B-,1,,,,,,,,,,,,165932812.81,0.862,-62584.471,0.804
^{167}_{66}Dy101,66,101,Dy,,,,,FALSE,372,4.8,,B-,1,,,,,,,,,,,,166935682.415,4.3,-59911.451,4.005
^{168}_{66}Dy102,66,102,Dy,,,,,FALSE,522,18,,B-,1,,,,,,,,,,,,167937134.977,150.303,-58558.398,140.007
^{169}_{66}Dy103,66,103,Dy,,,,,FALSE,39,8,,B-,1,,,,,,,,,,,,168940315.231,322.781,-55596.01,300.669
^{170}_{66}Dy104,66,104,Dy,,,,,FALSE,55,8,,B-,1,,,,,,,,,,,,169942340,215,-53710,200
^{171}_{66}Dy105,66,105,Dy,,,,,FALSE,4.1,0.4,,B-,1,,,,,,,,,,,,170946312,215,-50010,200
^{172}_{66}Dy106,66,106,Dy,,,,,FALSE,1.6e-7,,,B-,,,,,,,,,,,,,171948728,322,-47760,300
^{173}_{66}Dy107,66,107,Dy,,,,,FALSE,1.43,0.2,,B-,1,,,,,,,,,,,,172953043,429,-43740,400
